,tokenId,priceETH,timestamp
810,5207,2.5,2021-05-02
811,8418,0.99,2021-06-03
812,6251,3,2021-06-09
813,6006,1,2021-06-01
814,4478,14.075,2021-08-07
815,2160,46.69,2021-09-04
816,8678,0.5,2021-05-03
817,1083,61,2021-12-20
818,5097,3.5,2021-07-02
819,4084,55.5,2021-12-04
820,2281,8,2021-07-17
821,5790,0.6,2021-05-29
822,5135,1.62,2021-05-06
823,7060,49.69,2021-10-01
824,3498,3.9999,2021-07-13
825,8893,0.6,2021-05-02
826,1512,3.5,2021-06-19
827,5342,35.94,2021-10-20
828,2342,0.3675,2021-05-02
829,2787,4.5,2021-06-20
830,8941,1.23,2021-05-01
831,3277,0.333,2021-05-02
832,7883,0.38,2021-05-09
833,8045,0.5,2021-05-13
834,4718,6,2021-06-21
835,5119,39.85,2021-08-25
836,3587,41,2021-10-03
837,1150,0.5,2021-05-01
838,313,0.6999,2021-05-24
839,8417,0.58,2021-05-03
840,7934,49,2021-08-25
841,2175,24,2021-08-04
842,8723,4.7,2021-06-21
843,3523,0.35,2021-05-22
844,7636,0.7,2021-05-03
845,2762,0.35,2021-05-23
846,6393,48.88,2021-11-20
847,8875,9.98,2021-08-03
848,7015,0.33,2021-05-02
849,3389,0.24,2021-05-01
850,1918,5,2021-06-25
851,340,44,2021-08-27
852,8820,0.5,2021-05-03
853,9142,3,2021-06-21
854,7959,4.48,2021-06-20
855,1461,7.5,2021-07-17
856,4965,0.69,2021-05-08
857,8570,1.66,2021-06-08
858,5415,0.63,2021-05-30
859,3905,2.1,2021-06-18
860,9517,4.9999,2021-06-22
861,5537,2.04,2021-06-17
862,126,0.8,2021-05-02
863,3004,36.5,2021-10-15
864,2399,2.405,2021-06-22
865,9840,0.7,2021-05-30
866,8967,0.45,2021-05-03
867,9827,4.2,2021-06-20
868,3380,0.35,2021-05-04
869,7301,24,2021-08-21
870,7379,9.969,2021-07-17
871,2526,1,2021-05-22
872,4680,7.8642,2021-07-22
873,6187,6.8,2021-07-31
874,7051,0.77,2021-06-05
875,4237,22.75,2021-08-20
876,7150,0.3,2021-05-02
877,6501,1.44,2021-06-10
878,1109,0.435,2021-05-03
879,9424,1.8,2021-06-15
880,5980,10,2021-07-15
881,5252,2.9,2021-06-30
882,2168,2.79,2021-06-05
883,4519,1.99,2021-06-16
884,7027,5.1902116875,2021-07-15
885,9233,0.2,2021-05-01
886,2603,135,2022-01-28
887,4186,0.39,2021-05-23
888,4452,7.4119,2021-07-17
889,7133,3.45,2021-06-19
890,8436,6.3,2021-06-05
891,1923,1.3,2021-05-30
