,tokenId,priceETH,timestamp
534,9301,4.6,2021-10-08
535,8117,3.82,2021-09-17
536,5,7.5,2021-08-29
537,4389,4.4,2021-11-13
538,25280,4.5,2021-09-16
539,13450,14,2021-08-29
540,628,18.99,2022-01-02
541,6052,17,2022-01-03
542,4708,6,2021-08-29
543,6183,7.5,2021-08-29
544,1828,5,2021-10-25
545,8462,6.98,2021-11-16
546,9578,5.5,2021-11-14
547,7412,5.2,2021-09-01
548,7162,5.5,2021-08-29
549,7313,7.9,2021-09-08
550,592,6,2021-08-29
551,1349,5.2,2021-08-29
552,5859,17.2,2022-01-25
553,284,6.2,2021-08-29
554,6598,4.98,2021-10-12
555,6565,14,2021-12-26
556,9454,17.88,2022-01-17
557,1774,5.69,2021-09-01
558,6482,7.77,2021-12-20
559,2904,4.596056437500001,2021-09-23
560,4639,5,2021-09-05
561,4852,5.98,2021-11-14
562,9099,6.06,2021-12-13
563,9411,13.5,2021-08-29
564,6390,5.66,2021-08-29
565,10128,4.99,2021-09-03
566,8916,4.8988,2021-09-19
567,4938,19.99,2022-01-03
568,6166,5.7,2021-08-29
569,5242,6.69,2021-12-15
570,9431,7.8,2021-08-29
571,8624,6.89,2021-08-31
572,5165,4.64,2021-09-05
573,5421,7,2021-09-06
574,3336,4.4159,2021-09-26
575,3777,6.4,2021-12-15
576,9474,6.8,2021-08-29
577,3039,6.89,2021-09-17
578,1644,6.95,2021-11-15
579,10362,7.777,2021-11-17
580,1299,4.8,2021-09-25
581,1143,5,2021-08-29
582,27006,4.2,2021-11-05
583,7845,7.99,2021-08-29
584,9936,7,2021-11-28
585,3897,10,2021-08-29
586,15482,11.985,2021-12-30
587,9181,9.5,2021-09-12
588,7497,23,2022-02-08
589,7105,6.49,2021-08-29
590,2813,5.5516,2021-09-01
591,2976,4.15,2021-11-08
592,3704,4.15,2021-09-28
593,5186,6.6,2021-11-14
594,684,14.7,2022-01-12
595,993,6.198,2021-11-13
596,2285,5,2021-08-29
597,8063,7.2299,2021-08-30
598,3782,12,2022-01-26
599,3751,7,2021-12-18
600,5491,4.95,2021-09-01
601,9364,7.48,2021-08-30
602,9340,5.1337,2021-09-01
603,27386,17.75,2022-01-04
604,2095,10,2021-12-27
605,9975,10,2021-12-26
606,8515,18,2021-08-30
607,5293,3.7,2021-10-08
608,1762,9,2021-08-31
609,1874,5.75,2021-08-29
610,2942,5.8,2021-08-31
611,27804,7.42,2021-11-17
612,27326,3.9497,2021-10-20
613,7791,15,2021-08-29
614,27742,7.5,2021-08-29
615,10856,3.7,2021-11-06
616,27186,9.89,2021-12-26
617,1390,4.011,2021-09-03
618,8201,5.4321,2021-09-23
619,6696,4.269,2021-09-16
620,1618,9.29,2021-08-30
621,4808,8.4,2021-08-29
622,6948,45,2021-08-30
623,5459,5.2,2021-09-07
624,23687,9,2021-09-01
625,14874,15,2022-01-12
626,1435,5.5,2021-08-29
627,18450,15,2022-01-05
628,8395,3.95,2021-10-22
629,11172,6.88,2021-11-14
630,14748,4.91,2021-09-03
631,8296,12.8888,2021-08-29
632,6787,4.5,2021-09-30
633,2346,9.66,2021-12-26
634,23694,4.2999,2021-11-12
635,20122,7.9,2021-11-18
636,23474,7.19,2021-11-16
637,6550,7.99,2021-12-21
638,7102,5.5,2021-08-29
639,21584,4.489,2021-09-15
640,1133,11.88,2021-12-30
641,6037,8,2021-09-30
642,5651,5.6836,2021-11-24
643,6407,6,2021-08-29
644,4947,9.49,2021-08-30
645,3035,22,2022-01-04
646,10328,5.9,2021-11-15
647,1396,13.69,2022-01-06
648,4063,11.87,2022-01-01
649,24695,19.8,2021-08-30
650,21706,14,2022-01-03
651,19226,9.9,2021-12-23
652,6499,5.9999,2021-10-08
653,9203,6.99,2021-11-16
654,6694,4.4444,2021-09-07
655,22164,4,2021-10-30
656,9002,7.98,2021-08-29
657,7572,5.49,2021-08-29
658,18766,11.5,2021-12-31
